Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"05966";"Olpe";"Kreise";"3,80";"3,48";"3,73";"7,09";"57,40";"31,78";"3,86";"2,55";"0,00";"7,11";"51,67";"51,97";"23,17";"47,31";"6,99";"84,73";"97,37";"9,86";"67,32";"15,54";"10,41";"68,63";"14,25";"0,78";"15,81";"22,71";"11,14";"97,49";"20,00";"3,11";"11,33";"48,01";"28,57";"53,62";"39,98";"1,69";"79,70";"38,29";"25,79";"9,03";"12,65";"4,88";"2,29";"7,07";"109,29";"14,02";"29,97";"11,14";"42,17";"35,09";"40,68";"17,08";"6,52";"3.492,64";"2.296,17";"6,42";"725,08";"4,10";"11,30";"1,79";"63,11";"36,89";"7,06";"4,86";"1.187,24";"1.391,72";"906,08";"677,76";"43,97";"74,38";"0,82";"54,85";"44,33";"1,22";"6,42";"6,52";"7,11"
"05970";"Siegen-Wittgenstein";"Kreise";"4,79";"5,10";"7,18";"9,59";"61,34";"21,89";"4,99";"4,30";"107,30";"7,52";"49,89";"48,17";"26,40";"50,37";"6,91";"81,42";"95,12";"13,32";"67,08";"13,30";"13,33";"65,79";"13,97";"0,97";"14,97";"20,30";"11,45";"96,86";"18,51";"3,23";"12,79";"47,20";"32,00";"52,31";"37,40";"1,46";"78,10";"26,19";"31,26";"11,08";"11,55";"7,23";"3,56";"9,14";"109,30";"21,31";"32,51";"11,35";"43,21";"37,59";"43,88";"13,61";"4,59";"3.652,55";"2.110,40";"7,60";"2.003,12";"7,48";"12,52";"2,86";"60,34";"39,66";"5,38";"7,68";"1.159,89";"1.332,78";"878,73";"643,12";"40,84";"71,04";"0,37";"38,37";"61,26";"0,61";"7,60";"4,59";"7,52"
"05974";"Soest";"Kreise";"4,96";"5,12";"3,28";"6,14";"51,15";"39,46";"5,17";"4,09";"138,43";"7,17";"49,97";"43,02";"27,46";"50,53";"8,26";"83,31";"90,84";"13,21";"64,56";"13,80";"13,82";"64,52";"13,63";"0,47";"16,40";"21,69";"12,71";"95,31";"18,19";"3,27";"11,70";"45,96";"27,02";"68,98";"52,14";"1,61";"77,20";"29,07";"28,71";"13,55";"11,81";"5,76";"3,10";"7,99";"108,48";"14,80";"32,78";"12,69";"40,30";"39,38";"39,53";"14,90";"6,19";"3.407,93";"2.029,26";"6,81";"1.347,15";"6,43";"19,70";"2,90";"58,63";"41,62";"9,39";"7,44";"1.094,91";"1.259,57";"888,91";"635,35";"39,36";"76,82";"1,49";"38,67";"59,83";"0,70";"6,81";"6,19";"7,17"
"05978";"Unna";"Kreise";"6,81";"7,24";"6,75";"9,64";"54,14";"29,45";"6,39";"4,58";"171,53";"7,05";"45,84";"44,05";"28,53";"50,23";"8,22";"80,20";"90,86";"10,89";"62,10";"16,36";"12,05";"63,45";"14,70";"0,24";"15,29";"19,62";"12,12";"86,50";"19,26";"3,43";"12,92";"48,29";"37,38";"73,27";"53,19";"1,60";"75,20";"22,56";"35,92";"12,98";"10,22";"6,53";"3,49";"8,30";"102,48";"14,01";"33,99";"15,56";"43,76";"37,47";"37,21";"18,60";"6,72";"3.241,93";"1.916,52";"6,88";"2.632,47";"10,21";"20,97";"3,34";"61,98";"38,18";"4,72";"9,84";"1.087,90";"1.238,84";"881,44";"608,10";"33,32";"72,76";"0,53";"29,39";"70,08";"1,96";"6,88";"6,72";"7,05"
"06411";"Darmstadt, Wissenschaftsstadt";"Kreise";"5,05";"5,22";"20,64";"16,37";"51,17";"11,82";"4,62";"4,48";"1.171,55";"11,95";"40,54";"49,79";"29,82";"45,47";"6,33";"76,17";"83,09";"35,57";"45,91";"11,95";"40,61";"34,79";"16,02";"0,07";"10,98";"11,34";"10,68";"91,50";"23,10";"2,64";"22,98";"46,96";"20,08";"108,45";"92,06";"1,24";"78,90";"14,77";"23,46";"28,83";"10,99";"8,90";"7,96";"5,10";"107,36";"38,79";"36,83";"21,13";"33,58";"51,66";"32,64";"10,41";"4,48";"4.563,86";"2.010,03";"9,70";"2.269,49";"9,93";"17,29";"6,64";"57,98";"42,02";"5,17";"10,83";"1.140,29";"1.243,65";"1.002,43";"451,13";"88,37";"101,49";"0,05";"36,29";"63,66";"5,53";"9,70";"4,48";"11,95"
"06412";"Frankfurt am Main, Stadt";"Kreise";"5,85";"5,83";"28,51";"11,53";"43,47";"16,48";"5,84";"5,11";"1.877,82";"14,15";"38,71";"55,58";"26,51";"41,30";"6,17";"74,02";"84,25";"33,73";"41,49";"12,70";"37,67";"33,80";"14,97";"0,05";"10,85";"12,65";"9,42";"81,73";"38,22";"2,27";"30,91";"50,37";"11,67";"88,94";"73,63";"1,25";"74,70";"18,14";"22,46";"24,63";"14,77";"7,93";"7,02";"5,05";"98,05";"24,35";"43,62";"22,36";"25,68";"29,77";"47,05";"15,18";"7,53";"4.605,21";"2.112,71";"6,83";"2.577,59";"10,07";"10,57";"9,32";"54,02";"45,98";"2,75";"11,46";"1.169,88";"1.237,06";"1.084,01";"444,46";"97,58";"100,96";"0,01";"13,24";"86,75";"3,69";"6,83";"7,53";"14,15"
"06413";"Offenbach am Main, Stadt";"Kreise";"9,43";"7,44";"9,26";"12,00";"58,60";"20,13";"8,87";"7,26";"1.208,86";"11,01";"36,38";"60,09";"31,24";"46,42";"9,32";"76,02";"92,16";"20,49";"50,36";"16,80";"19,45";"42,87";"21,04";"0,01";"11,07";"11,82";"10,38";"86,79";"26,67";"2,32";"38,97";"49,00";"7,37";"104,35";"85,26";"1,46";"67,50";"18,95";"25,12";"19,21";"10,97";"9,57";"8,19";"7,99";"104,71";"17,19";"42,48";"30,21";"41,46";"17,59";"48,96";"22,62";"10,05";"3.714,03";"1.689,26";"8,50";"2.741,09";"13,15";"19,56";"9,95";"55,99";"44,01";"0,72";"13,80";"1.028,08";"1.105,97";"919,67";"434,72";"38,27";"74,33";"0,02";"13,75";"86,24";"11,98";"8,50";"10,05";"11,01"
"06414";"Wiesbaden, Landeshauptstadt";"Kreise";"7,88";"7,17";"18,30";"15,21";"51,46";"15,03";"5,70";"8,79";"797,14";"10,81";"43,44";"55,92";"29,22";"44,30";"7,89";"78,47";"90,95";"26,57";"51,10";"12,58";"26,78";"46,39";"15,58";"0,45";"11,10";"11,84";"10,55";"84,24";"27,22";"3,10";"22,20";"52,14";"22,22";"74,33";"58,48";"1,49";"72,90";"21,15";"24,87";"19,88";"14,05";"7,65";"5,29";"7,11";"100,51";"20,81";"39,76";"24,05";"34,77";"28,04";"47,99";"15,13";"8,12";"4.163,60";"2.159,97";"6,60";"1.153,01";"12,88";"16,04";"7,40";"58,19";"41,81";"3,66";"13,30";"1.111,38";"1.202,82";"987,07";"676,93";"68,51";"98,52";"0,07";"15,53";"84,40";"4,50";"6,60";"8,12";"10,81"
"06431";"Bergstraße";"Kreise";"3,68";"3,56";"8,10";"14,74";"56,10";"21,09";"3,22";"2,42";"281,37";"9,71";"49,94";"53,10";"30,54";"52,71";"11,81";"80,95";"90,48";"14,61";"60,16";"13,47";"17,91";"60,38";"12,63";"0,86";"16,22";"20,69";"13,29";"89,80";"20,10";"3,23";"15,77";"47,99";"26,19";"60,46";"41,67";"1,60";"77,40";"24,47";"27,15";"14,17";"13,49";"8,16";"3,06";"9,49";"107,42";"8,93";"33,66";"25,03";"36,15";"28,95";"49,27";"16,14";"5,07";"3.321,29";"2.167,53";"3,15";"1.264,13";"6,13";"10,61";"2,57";"58,90";"41,10";"5,09";"6,46";"1.172,26";"1.349,82";"940,49";"641,88";"31,03";"75,87";"0,82";"32,55";"66,63";"0,92";"3,15";"5,07";"9,71"
"06432";"Darmstadt-Dieburg";"Kreise";"4,50";"4,07";"5,88";"12,81";"58,49";"22,87";"3,61";"4,00";"468,46";"10,43";"48,70";"53,11";"33,85";"57,69";"11,09";"82,09";"92,11";"15,07";"57,93";"15,57";"20,66";"57,47";"12,94";"0,07";"14,23";"17,19";"12,01";"96,02";"22,45";"2,87";"16,41";"48,62";"21,48";"64,24";"48,89";"1,56";"78,00";"21,81";"28,86";"16,51";"12,46";"8,53";"3,97";"7,85";"107,38";"3,44";"29,37";"25,22";"33,49";"28,43";"50,66";"14,56";"6,35";"3.406,08";"2.197,70";"1,40";"1.412,19";"5,83";"10,38";"2,65";"58,38";"41,62";"5,10";"6,25";"1.184,77";"1.343,87";"988,14";"634,01";"31,52";"83,04";"0,86";"27,68";"71,46";"1,03";"1,40";"6,35";"10,43"
"06433";"Groß-Gerau";"Kreise";"5,10";"4,83";"6,98";"7,42";"57,47";"28,14";"4,28";"4,32";"583,07";"10,67";"42,71";"55,27";"26,19";"49,79";"8,51";"76,93";"91,28";"17,84";"53,40";"15,46";"16,29";"54,93";"16,19";"0,44";"12,77";"14,77";"11,14";"90,91";"21,95";"2,78";"24,68";"47,51";"15,16";"68,82";"53,15";"1,59";"74,30";"21,40";"29,76";"14,84";"11,76";"9,20";"4,23";"8,81";"104,83";"11,91";"27,07";"26,00";"28,98";"17,73";"55,35";"20,31";"6,61";"3.662,57";"1.941,35";"3,07";"2.166,88";"8,29";"16,57";"3,78";"57,35";"42,89";"4,22";"8,44";"1.191,30";"1.331,79";"983,25";"559,14";"45,96";"101,92";"0,38";"39,37";"60,25";"1,17";"3,07";"6,61";"10,67"
"06434";"Hochtaunuskreis";"Kreise";"4,10";"3,93";"5,78";"13,18";"62,09";"19,13";"3,71";"4,94";"526,73";"11,78";"50,27";"51,73";"25,39";"41,00";"10,09";"77,19";"85,45";"32,66";"46,52";"11,01";"30,06";"48,73";"10,77";"0,11";"15,18";"17,10";"13,86";"93,57";"32,65";"3,70";"18,65";"51,62";"18,63";"65,73";"50,73";"1,44";"81,50";"27,36";"21,61";"17,39";"17,35";"6,69";"3,02";"6,58";"104,84";"11,00";"41,08";"26,04";"36,14";"40,44";"42,97";"11,27";"5,33";"4.369,15";"2.798,65";"5,26";"3.622,41";"5,79";"9,70";"2,77";"57,05";"42,95";"3,97";"5,86";"1.333,75";"1.507,39";"1.128,37";"681,42";"48,56";"90,78";"0,13";"15,60";"84,27";"0,93";"5,26";"5,33";"11,78"
"06435";"Main-Kinzig-Kreis";"Kreise";"4,63";"4,33";"6,11";"10,87";"59,09";"23,94";"3,38";"5,01";"192,82";"9,82";"47,63";"51,17";"29,50";"51,80";"9,98";"78,37";"90,12";"12,95";"61,62";"14,81";"15,06";"61,41";"14,07";"0,28";"15,37";"18,60";"13,06";"93,80";"26,43";"3,01";"18,46";"48,84";"23,09";"58,99";"38,92";"1,59";"75,90";"23,43";"27,33";"12,99";"12,94";"8,52";"3,56";"11,24";"108,70";"12,98";"32,29";"21,17";"40,80";"28,65";"49,48";"15,82";"6,05";"3.407,14";"2.127,20";"3,97";"1.932,14";"7,09";"10,75";"3,41";"57,89";"42,11";"4,26";"7,48";"1.146,94";"1.312,02";"935,06";"610,60";"38,75";"87,09";"0,40";"28,95";"70,65";"0,44";"3,97";"6,05";"9,82"
"06436";"Main-Taunus-Kreis";"Kreise";"4,47";"4,17";"15,74";"13,03";"52,90";"18,45";"3,64";"5,87";"745,89";"11,71";"47,48";"56,17";"25,62";"42,56";"9,04";"80,68";"89,52";"32,32";"44,23";"11,34";"28,10";"49,79";"11,31";"0,06";"13,49";"15,47";"12,02";"90,20";"31,26";"3,27";"19,01";"49,30";"17,77";"67,54";"52,29";"1,59";"80,50";"26,44";"22,56";"17,32";"16,13";"7,54";"3,14";"6,87";"104,89";"8,29";"34,73";"33,78";"25,20";"30,29";"50,25";"13,37";"6,10";"4.544,37";"2.484,82";"2,90";"2.832,97";"5,46";"6,92";"3,04";"58,60";"41,40";"4,39";"5,80";"1.333,48";"1.502,22";"1.115,36";"744,43";"59,62";"106,63";"0,10";"10,93";"88,97";"4,12";"2,90";"6,10";"11,71"
"06437";"Odenwaldkreis";"Kreise";"4,23";"4,01";"5,63";"11,07";"46,46";"36,84";"3,53";"4,34";"95,05";"8,43";"52,25";"53,56";"30,55";"53,89";"10,94";"80,09";"92,05";"10,85";"61,57";"18,78";"11,85";"64,51";"15,88";"0,98";"17,06";"20,72";"14,37";"95,92";"22,87";"3,58";"15,64";"50,33";"12,45";"56,74";"44,39";"1,56";"74,90";"22,62";"31,67";"10,96";"11,74";"8,45";"3,83";"10,74";"107,46";"7,46";"34,89";"16,90";"39,25";"25,66";"47,21";"18,36";"8,78";"3.238,91";"1.952,61";"5,02";"864,73";"6,46";"10,40";"2,58";"55,20";"44,80";"0,83";"6,65";"1.098,61";"1.279,52";"871,08";"649,48";"27,16";"67,00";"1,10";"36,64";"62,26";"1,23";"5,02";"8,78";"8,43"
"06438";"Offenbach";"Kreise";"4,86";"4,41";"9,97";"14,02";"56,80";"19,21";"3,66";"4,83";"680,31";"10,94";"44,31";"55,62";"27,22";"46,55";"10,35";"79,36";"89,98";"20,10";"52,02";"14,83";"20,04";"53,99";"14,62";"0,09";"13,31";"14,52";"12,30";"92,83";"27,23";"3,14";"21,54";"49,34";"17,03";"63,99";"48,40";"1,55";"75,30";"25,44";"24,43";"16,12";"14,05";"8,55";"3,47";"7,95";"104,57";"9,42";"29,55";"26,97";"32,23";"27,76";"51,56";"15,71";"4,63";"3.733,09";"2.152,98";"2,06";"2.218,02";"7,42";"13,03";"3,94";"58,08";"41,92";"4,00";"7,60";"1.181,68";"1.310,89";"1.015,43";"603,87";"42,70";"89,79";"0,11";"20,01";"79,88";"1,51";"2,06";"4,63";"10,94"
"06439";"Rheingau-Taunus-Kreis";"Kreise";"4,00";"4,02";"7,66";"15,77";"56,37";"20,20";"3,48";"3,30";"277,29";"9,56";"51,11";"48,43";"35,74";"55,20";"12,69";"80,79";"88,45";"17,74";"59,26";"12,57";"20,45";"59,59";"10,96";"0,00";"15,93";"19,84";"13,15";"92,08";"21,63";"3,45";"14,29";"50,06";"28,00";"64,30";"47,13";"1,52";"79,90";"24,52";"25,96";"15,95";"14,25";"7,86";"3,30";"8,16";"100,38";"4,43";"29,76";"33,45";"34,92";"20,95";"53,97";"18,07";"7,01";"3.443,75";"2.271,56";"3,01";"1.555,83";"5,80";"7,39";"2,74";"60,08";"39,92";"5,39";"6,31";"1.244,31";"1.411,30";"1.042,64";"652,05";"26,22";"73,26";"0,84";"26,81";"72,34";"0,46";"3,01";"7,01";"9,56"
"06440";"Wetteraukreis";"Kreise";"3,65";"4,03";"8,29";"9,47";"53,68";"28,56";"3,43";"3,46";"261,28";"10,26";"49,35";"49,46";"31,43";"52,72";"11,36";"79,44";"87,98";"15,19";"61,15";"14,52";"19,65";"59,20";"12,57";"0,19";"16,68";"20,45";"14,10";"90,96";"20,49";"3,08";"15,70";"48,28";"22,91";"80,37";"59,38";"1,52";"77,70";"23,56";"26,51";"14,86";"13,68";"8,60";"3,46";"9,33";"101,30";"13,00";"32,98";"19,64";"38,94";"29,32";"45,33";"17,77";"7,58";"3.353,13";"2.137,37";"4,26";"1.425,80";"5,49";"7,44";"2,94";"58,27";"41,98";"5,26";"6,13";"1.163,74";"1.325,98";"958,81";"617,53";"30,64";"76,38";"0,72";"24,36";"74,92";"0,56";"4,26";"7,58";"10,26"
"06531";"Gießen";"Kreise";"4,93";"5,44";"8,36";"12,03";"56,63";"22,95";"4,16";"3,74";"185,23";"9,57";"48,04";"39,54";"34,79";"54,75";"8,22";"75,51";"85,12";"18,42";"59,87";"14,83";"22,08";"55,77";"15,15";"0,11";"13,81";"16,94";"11,41";"92,45";"17,40";"2,83";"15,44";"49,23";"46,63";"164,84";"142,25";"1,28";"74,70";"22,16";"27,22";"17,58";"10,68";"8,50";"5,16";"8,71";"101,30";"18,85";"37,63";"17,49";"45,86";"34,22";"46,40";"13,54";"5,70";"3.527,76";"1.842,16";"8,69";"1.527,25";"8,80";"8,69";"4,36";"57,53";"42,47";"21,84";"10,86";"1.092,90";"1.206,36";"937,19";"561,62";"39,09";"74,28";"0,36";"23,24";"76,40";"0,57";"8,69";"5,70";"9,57"
"06532";"Lahn-Dill-Kreis";"Kreise";"4,65";"4,72";"8,49";"9,10";"58,85";"23,55";"4,04";"3,91";"116,82";"7,96";"51,33";"43,30";"29,10";"53,19";"8,60";"79,09";"90,94";"12,95";"66,09";"14,63";"12,74";"67,05";"14,05";"0,23";"15,11";"19,36";"12,24";"96,05";"20,29";"3,30";"13,39";"49,42";"29,85";"52,32";"31,74";"1,56";"73,60";"25,11";"29,36";"10,73";"11,45";"8,12";"3,27";"11,95";"101,31";"17,71";"30,97";"17,34";"43,91";"24,60";"49,83";"19,35";"6,14";"3.530,84";"2.000,64";"6,69";"2.491,43";"7,71";"10,06";"3,18";"57,53";"42,47";"5,29";"8,15";"1.133,84";"1.296,60";"878,36";"644,17";"35,80";"71,59";"0,29";"36,92";"62,79";"0,44";"6,69";"6,14";"7,96"
"06533";"Limburg-Weilburg";"Kreise";"4,15";"4,27";"4,30";"11,81";"65,09";"18,80";"3,56";"3,35";"114,64";"7,82";"53,11";"46,12";"32,57";"55,33";"11,14";"77,93";"90,52";"12,12";"65,21";"14,21";"13,86";"64,69";"13,15";"0,07";"16,62";"22,42";"12,68";"92,00";"20,07";"3,06";"14,01";"47,99";"27,48";"63,14";"46,09";"1,54";"75,40";"27,24";"27,73";"11,79";"12,80";"7,71";"2,91";"9,81";"101,25";"17,88";"30,67";"19,38";"44,53";"21,61";"52,30";"19,39";"6,58";"3.262,40";"2.012,44";"5,68";"1.390,07";"6,16";"11,07";"2,92";"57,89";"42,11";"4,69";"6,67";"1.144,23";"1.269,06";"941,14";"651,71";"32,86";"71,86";"0,68";"26,96";"72,37";"0,76";"5,68";"6,58";"7,82"
"06534";"Marburg-Biedenkopf";"Kreise";"3,89";"4,14";"8,87";"10,09";"56,57";"24,47";"3,22";"3,40";"100,40";"9,42";"49,41";"44,16";"34,49";"55,89";"7,68";"76,05";"85,67";"16,34";"62,38";"15,02";"18,56";"60,82";"14,43";"0,23";"14,06";"18,04";"11,27";"95,02";"17,43";"2,91";"13,86";"48,26";"27,09";"77,69";"59,17";"1,25";"78,00";"22,13";"30,01";"15,93";"10,54";"6,66";"5,77";"8,95";"99,15";"15,27";"34,46";"15,60";"42,99";"36,07";"39,75";"17,72";"6,15";"3.607,71";"1.891,98";"6,36";"1.461,87";"5,72";"13,74";"3,13";"54,72";"45,28";"3,92";"6,45";"1.133,73";"1.282,64";"919,69";"580,88";"42,51";"81,17";"0,52";"44,00";"55,47";"0,50";"6,36";"6,15";"9,42"
"06535";"Vogelsbergkreis";"Kreise";"3,97";"4,06";"4,52";"11,07";"62,46";"21,85";"3,68";"4,09";"48,98";"6,78";"56,43";"46,26";"32,71";"58,12";"10,28";"81,57";"91,63";"10,00";"69,20";"13,76";"10,37";"70,76";"12,80";"0,30";"20,16";"25,57";"15,98";"95,00";"13,36";"3,89";"8,97";"48,13";"39,29";"57,00";"39,67";"1,62";"76,60";"24,62";"30,69";"9,20";"11,27";"7,92";"3,67";"12,63";"101,28";"15,94";"27,13";"14,80";"44,72";"21,11";"50,19";"21,11";"7,59";"3.219,35";"1.949,47";"6,16";"1.757,62";"4,42";"18,78";"2,06";"54,46";"44,64";"4,97";"5,46";"1.075,25";"1.238,98";"870,88";"682,91";"29,94";"69,23";"2,68";"33,74";"63,59";"0,45";"6,16";"7,59";"6,78"
"06611";"Kassel, documenta-Stadt";"Kreise";"7,09";"7,92";"7,43";"6,77";"53,34";"32,42";"6,33";"5,77";"262,17";"8,08";"42,01";"46,15";"35,52";"53,98";"6,81";"74,36";"87,41";"20,58";"59,08";"13,17";"24,36";"49,68";"16,06";"0,04";"14,24";"17,63";"11,51";"85,20";"23,03";"3,05";"22,08";"49,09";"47,66";"94,49";"74,42";"1,36";"72,00";"15,79";"28,61";"23,08";"9,85";"7,50";"8,32";"6,85";"97,75";"37,71";"33,34";"14,79";"42,19";"21,20";"54,24";"15,95";"8,29";"3.716,32";"1.784,68";"12,71";"2.813,26";"13,84";"16,25";"8,45";"56,50";"43,50";"3,29";"14,60";"1.014,97";"1.091,03";"891,64";"448,52";"54,97";"72,15";"0,08";"19,70";"80,22";"5,90";"12,71";"8,29";"8,08"
"06631";"Fulda";"Kreise";"2,92";"2,86";"9,51";"10,84";"62,36";"17,30";"2,59";"2,49";"95,93";"8,42";"50,68";"51,42";"28,85";"52,75";"8,29";"81,09";"91,00";"13,00";"68,56";"12,70";"15,32";"65,79";"12,69";"0,34";"16,27";"21,18";"12,83";"95,47";"21,01";"3,39";"11,96";"46,68";"31,77";"55,74";"35,65";"1,52";"78,60";"32,70";"20,59";"10,31";"13,06";"7,47";"2,60";"13,27";"113,00";"20,85";"35,07";"13,75";"50,57";"26,38";"53,48";"14,25";"5,89";"3.227,34";"2.003,99";"6,71";"1.068,09";"4,33";"13,72";"3,05";"58,28";"41,72";"4,74";"5,25";"1.103,10";"1.269,30";"855,50";"638,16";"39,82";"69,66";"0,98";"27,91";"71,11";"0,62";"6,71";"5,89";"8,42"
"06632";"Hersfeld-Rotenburg";"Kreise";"3,80";"3,47";"7,33";"11,31";"61,59";"19,76";"2,99";"3,59";"42,91";"6,57";"52,65";"53,88";"28,92";"54,87";"7,81";"79,68";"91,24";"9,70";"66,40";"12,93";"10,32";"67,90";"13,07";"0,06";"19,19";"26,33";"14,40";"94,50";"15,18";"3,67";"12,33";"46,33";"28,78";"62,09";"44,93";"1,61";"76,10";"21,27";"37,78";"7,91";"10,73";"6,45";"2,98";"12,88";"112,91";"23,71";"29,67";"10,34";"43,27";"21,30";"50,51";"20,88";"6,65";"3.100,82";"1.935,33";"7,25";"3.161,23";"4,90";"14,03";"2,56";"58,17";"41,83";"1,87";"5,39";"1.051,60";"1.185,40";"866,10";"659,32";"40,41";"77,45";"1,06";"28,56";"70,38";"0,55";"7,25";"6,65";"6,57"
"06633";"Kassel";"Kreise";"4,02";"4,10";"3,48";"9,47";"55,08";"31,97";"3,54";"3,97";"106,61";"7,01";"51,80";"42,39";"30,12";"60,08";"9,15";"80,85";"92,30";"10,14";"69,44";"10,99";"12,05";"70,47";"10,71";"0,25";"17,93";"23,01";"14,39";"97,03";"19,00";"3,55";"9,70";"49,18";"0,00";"68,76";"47,69";"1,49";"77,70";"20,34";"38,36";"11,57";"10,59";"6,57";"3,63";"8,94";"97,77";"8,27";"53,94";"24,01";"41,24";"25,26";"50,42";"18,99";"5,33";"3.689,75";"2.011,97";"3,96";"1.675,70";"5,02";"11,38";"2,30";"58,93";"41,07";"3,60";"5,41";"1.079,74";"1.259,37";"863,66";"635,19";"29,45";"70,30";"1,05";"39,11";"59,84";"0,49";"3,96";"5,33";"7,01"
"06634";"Schwalm-Eder-Kreis";"Kreise";"3,73";"3,78";"8,04";"10,82";"56,14";"25,00";"3,22";"3,89";"62,87";"6,56";"53,87";"44,81";"35,14";"58,21";"9,25";"81,83";"89,89";"10,62";"68,53";"13,60";"10,00";"70,96";"12,40";"0,06";"18,88";"24,41";"14,99";"94,97";"16,03";"3,37";"9,99";"47,72";"36,15";"59,18";"38,85";"1,54";"76,80";"20,72";"36,94";"10,14";"10,79";"7,50";"3,17";"10,74";"105,67";"12,76";"28,20";"13,35";"41,28";"28,68";"47,90";"16,23";"7,19";"3.264,49";"1.952,04";"3,74";"2.697,76";"4,74";"12,87";"2,47";"54,42";"45,58";"6,05";"5,85";"1.022,39";"1.173,39";"826,66";"661,36";"33,91";"76,33";"1,86";"29,28";"68,86";"0,41";"3,74";"7,19";"6,56"
"06635";"Waldeck-Frankenberg";"Kreise";"3,60";"3,69";"5,36";"9,44";"55,77";"29,43";"3,45";"3,37";"53,82";"6,07";"54,86";"46,20";"30,38";"55,39";"8,78";"83,10";"92,05";"10,69";"70,38";"13,04";"9,81";"70,81";"13,09";"0,47";"18,35";"24,51";"14,21";"95,45";"14,21";"3,48";"11,37";"47,38";"38,41";"68,49";"45,36";"1,64";"72,90";"24,72";"32,39";"10,47";"12,29";"6,80";"3,00";"10,33";"105,63";"18,34";"29,12";"13,16";"48,06";"26,11";"52,09";"16,62";"5,18";"3.395,04";"1.973,81";"11,25";"2.875,53";"4,83";"17,76";"2,76";"58,37";"41,63";"4,03";"5,66";"1.059,75";"1.241,44";"817,15";"667,88";"40,87";"74,90";"1,70";"38,59";"59,70";"0,40";"11,25";"5,18";"6,07"
