Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"08119";"Rems-Murr-Kreis";"Kreise";"3,45";"3,73";"7,28";"11,41";"58,03";"23,31";"3,86";"2,40";"337,16";"11,61";"45,56";"59,33";"28,47";"50,92";"9,77";"83,12";"92,22";"15,90";"61,14";"14,65";"18,86";"60,94";"13,27";"0,21";"14,68";"18,42";"12,05";"96,79";"23,22";"3,30";"17,69";"48,61";"18,05";"52,60";"38,92";"1,59";"78,70";"25,41";"21,56";"15,02";"17,40";"7,98";"2,82";"9,81";"111,48";"15,10";"28,63";"23,36";"46,05";"26,44";"50,92";"15,57";"6,22";"3.709,47";"2.223,68";"3,30";"412,36";"5,26";"9,61";"2,34";"61,78";"38,22";"5,27";"5,66";"1.212,10";"1.407,97";"949,52";"624,17";"37,72";"78,33";"0,51";"39,82";"59,67";"0,98";"3,30";"6,22";"11,61"
"08121";"Heilbronn, Stadtkreis";"Kreise";"4,87";"4,94";"9,47";"9,81";"58,40";"22,32";"4,69";"3,22";"743,67";"11,14";"41,54";"59,22";"26,36";"44,41";"7,12";"81,15";"91,34";"18,52";"58,60";"15,33";"18,66";"53,83";"18,50";"0,66";"13,34";"16,29";"10,99";"86,30";"23,42";"3,10";"29,19";"46,70";"16,46";"95,93";"73,50";"1,53";"71,10";"21,93";"23,34";"15,22";"16,25";"7,42";"3,57";"12,27";"108,44";"53,59";"47,64";"20,63";"51,24";"26,15";"48,27";"18,82";"6,69";"3.740,21";"2.471,60";"7,84";"120,44";"7,60";"14,64";"4,36";"58,60";"41,40";"5,57";"7,99";"1.102,34";"1.257,56";"888,79";"536,86";"60,49";"77,30";"0,25";"25,44";"74,31";"4,80";"7,84";"6,69";"11,14"
"08125";"Heilbronn";"Kreise";"3,01";"2,87";"4,73";"11,85";"59,86";"23,61";"3,20";"1,98";"317,84";"10,53";"47,95";"59,45";"21,71";"45,16";"8,20";"83,30";"94,24";"18,21";"62,40";"12,25";"15,47";"64,81";"12,81";"1,81";"15,48";"20,05";"12,28";"96,75";"25,52";"2,77";"16,65";"47,15";"17,79";"69,23";"52,72";"1,68";"79,10";"24,55";"22,15";"12,72";"16,83";"8,40";"2,48";"12,86";"108,39";"6,49";"8,59";"11,21";"42,02";"23,99";"50,46";"18,72";"6,82";"3.994,36";"2.182,02";"3,26";"352,87";"3,78";"7,54";"2,00";"61,35";"39,01";"5,18";"4,28";"1.177,45";"1.419,24";"886,86";"708,60";"60,80";"117,21";"0,74";"46,59";"52,67";"0,44";"3,26";"6,82";"10,53"
"08126";"Hohenlohekreis";"Kreise";"3,07";"2,61";"6,39";"10,90";"54,96";"27,74";"3,55";"1,92";"200,01";"9,44";"49,35";"63,79";"20,60";"44,54";"6,91";"85,31";"96,22";"11,56";"68,08";"14,23";"12,08";"66,72";"14,49";"0,12";"17,19";"22,31";"13,39";"98,13";"14,56";"2,88";"13,72";"47,11";"18,62";"60,49";"42,99";"1,62";"77,70";"25,14";"21,63";"12,46";"16,42";"8,27";"2,62";"13,46";"116,21";"18,54";"27,29";"16,69";"48,34";"20,61";"52,55";"19,50";"7,34";"3.884,46";"2.172,81";"1,81";"465,09";"2,20";"8,03";"2,00";"63,83";"36,17";"3,00";"2,85";"1.184,06";"1.401,72";"930,95";"739,26";"55,08";"84,58";"1,85";"46,57";"51,58";"0,87";"1,81";"7,34";"9,44"
"08127";"Schwäbisch Hall";"Kreise";"3,09";"3,05";"6,97";"12,66";"58,93";"21,41";"3,24";"2,63";"125,02";"9,29";"48,29";"60,63";"25,24";"48,63";"8,26";"83,68";"92,81";"12,26";"66,04";"14,06";"12,43";"65,60";"14,31";"0,11";"16,70";"20,38";"14,04";"96,34";"24,43";"2,74";"14,53";"46,49";"21,01";"59,71";"41,05";"1,63";"75,70";"24,12";"21,85";"13,76";"16,17";"8,73";"3,08";"12,29";"116,20";"14,43";"29,76";"11,14";"49,55";"23,76";"46,92";"20,78";"7,85";"3.612,08";"2.073,94";"3,87";"817,33";"3,22";"12,29";"2,23";"63,74";"36,26";"5,57";"4,22";"1.122,28";"1.305,09";"889,20";"658,10";"47,89";"83,04";"2,11";"49,52";"48,37";"0,61";"3,87";"7,85";"9,29"
"08128";"Main-Tauber-Kreis";"Kreise";"2,79";"2,89";"6,90";"11,68";"56,68";"24,78";"3,35";"2,20";"92,38";"7,92";"53,00";"60,45";"27,92";"52,36";"8,68";"86,48";"95,36";"11,86";"69,81";"12,83";"11,89";"68,87";"13,62";"0,26";"19,93";"25,20";"16,26";"97,85";"15,32";"3,36";"12,00";"47,52";"24,25";"56,28";"37,91";"1,56";"78,60";"30,44";"21,62";"11,89";"12,53";"9,47";"2,67";"11,39";"116,15";"17,22";"34,61";"14,01";"49,57";"21,02";"51,33";"18,96";"8,68";"3.492,36";"2.059,65";"7,68";"780,38";"3,38";"12,74";"1,86";"58,47";"41,53";"3,54";"3,76";"1.146,23";"1.356,68";"867,10";"676,14";"41,18";"72,04";"1,80";"39,13";"59,07";"0,36";"7,68";"8,68";"7,92"
"08135";"Heidenheim";"Kreise";"4,05";"3,66";"9,28";"11,00";"55,16";"24,51";"4,28";"2,89";"187,84";"8,64";"47,13";"60,28";"26,81";"49,95";"8,17";"80,70";"91,76";"15,29";"63,63";"14,89";"14,38";"64,31";"14,95";"0,20";"13,82";"18,39";"10,78";"95,37";"24,16";"3,47";"18,49";"47,07";"16,54";"69,66";"50,00";"1,60";"74,90";"23,76";"25,38";"12,44";"14,15";"9,27";"2,95";"12,06";"111,10";"10,38";"29,98";"19,56";"41,00";"26,50";"44,02";"20,56";"8,91";"3.788,85";"2.038,56";"3,50";"918,95";"4,97";"10,88";"1,90";"63,72";"36,28";"5,53";"5,23";"1.147,19";"1.368,76";"906,64";"637,89";"39,12";"77,29";"1,16";"43,94";"54,90";"1,20";"3,50";"8,91";"8,64"
"08136";"Ostalbkreis";"Kreise";"3,19";"3,11";"8,67";"11,35";"58,10";"21,88";"3,83";"2,14";"155,97";"9,70";"48,46";"53,14";"25,80";"49,88";"8,09";"81,80";"91,79";"16,76";"65,59";"12,62";"16,43";"65,95";"12,31";"0,19";"15,09";"19,40";"12,18";"96,32";"20,00";"3,11";"13,19";"48,43";"19,45";"64,36";"47,73";"1,59";"77,30";"28,60";"22,13";"13,32";"15,22";"7,59";"2,77";"10,37";"111,08";"16,36";"32,90";"13,71";"45,59";"27,89";"48,37";"16,47";"6,59";"3.972,55";"2.177,39";"3,39";"860,48";"3,72";"10,57";"1,86";"60,24";"39,76";"2,00";"4,01";"1.214,65";"1.449,25";"918,35";"654,57";"47,51";"87,78";"0,91";"51,39";"47,70";"0,57";"3,39";"6,59";"9,70"
"08211";"Baden-Baden, Stadtkreis";"Kreise";"5,83";"5,41";"9,67";"17,13";"53,04";"20,03";"5,30";"4,16";"0,00";"9,91";"52,89";"51,29";"28,55";"45,26";"9,64";"80,00";"89,72";"18,10";"64,43";"11,10";"20,87";"56,73";"13,57";"0,10";"16,84";"20,25";"14,60";"87,72";"21,15";"4,18";"23,85";"52,02";"25,92";"103,39";"69,16";"1,33";"74,20";"27,97";"21,75";"17,19";"15,30";"6,66";"3,02";"8,10";"111,55";"27,41";"49,39";"15,80";"45,20";"45,15";"32,84";"15,67";"6,34";"3.624,24";"2.644,86";"14,08";"358,10";"6,09";"11,82";"6,42";"61,26";"38,22";"4,68";"7,19";"1.162,58";"1.309,47";"1.008,06";"629,06";"55,12";"73,75";"0,34";"25,39";"74,26";"3,50";"14,08";"6,34";"9,91"
"08212";"Karlsruhe, Stadtkreis";"Kreise";"4,05";"4,33";"19,69";"15,32";"49,48";"15,51";"4,35";"3,22";"1.019,50";"11,55";"43,09";"51,48";"28,35";"45,71";"6,83";"78,44";"81,74";"26,76";"53,56";"12,89";"35,08";"43,56";"14,11";"0,06";"13,17";"14,80";"11,91";"76,38";"25,09";"3,12";"20,09";"46,77";"17,27";"86,54";"75,71";"1,16";"77,60";"17,67";"21,35";"27,77";"13,01";"7,78";"5,62";"6,80";"111,44";"36,43";"38,58";"17,01";"43,29";"42,88";"40,90";"8,95";"6,52";"4.071,73";"1.992,22";"7,67";"819,29";"5,77";"11,71";"5,22";"56,82";"43,18";"1,94";"6,53";"1.131,43";"1.279,72";"958,17";"460,24";"72,24";"92,84";"0,07";"23,19";"76,74";"2,46";"7,67";"6,52";"11,55"
"08215";"Karlsruhe";"Kreise";"3,18";"3,15";"6,88";"12,03";"57,54";"23,54";"3,28";"2,96";"408,05";"10,11";"49,84";"59,90";"26,83";"50,08";"9,04";"83,19";"92,67";"18,14";"58,64";"14,60";"17,77";"61,47";"13,20";"0,35";"14,56";"18,07";"12,09";"92,94";"30,66";"3,17";"15,62";"47,45";"15,82";"67,05";"50,79";"1,56";"79,40";"26,03";"22,47";"15,25";"14,75";"8,31";"2,69";"10,50";"111,43";"7,36";"29,63";"20,42";"38,98";"24,37";"51,26";"17,43";"6,93";"3.593,20";"2.129,94";"1,98";"638,06";"3,55";"8,68";"1,60";"59,87";"40,13";"2,75";"3,70";"1.157,42";"1.370,64";"905,60";"628,98";"38,43";"79,87";"0,46";"34,69";"64,85";"0,39";"1,98";"6,93";"10,11"
"08216";"Rastatt";"Kreise";"3,62";"3,50";"7,10";"13,70";"54,07";"25,19";"3,73";"2,85";"199,26";"9,55";"49,34";"57,57";"23,23";"49,81";"8,00";"85,09";"96,73";"13,06";"65,80";"14,13";"13,22";"66,67";"13,39";"3,03";"16,03";"20,31";"12,91";"96,83";"23,44";"3,33";"16,59";"48,52";"19,69";"59,30";"44,13";"1,57";"76,20";"26,76";"24,13";"13,60";"13,49";"8,12";"2,73";"11,18";"111,39";"13,71";"22,66";"16,95";"36,48";"20,06";"54,96";"17,88";"7,09";"3.939,49";"2.109,71";"1,61";"494,76";"4,15";"9,62";"2,14";"60,79";"39,21";"4,43";"4,51";"1.197,35";"1.424,98";"905,24";"652,13";"43,55";"86,10";"0,42";"55,00";"44,58";"0,66";"1,61";"7,09";"9,55"
"08221";"Heidelberg, Stadtkreis";"Kreise";"4,29";"4,96";"6,75";"9,56";"63,22";"20,58";"5,64";"2,21";"518,29";"13,33";"40,01";"45,46";"33,04";"45,86";"7,03";"66,31";"71,28";"34,26";"47,86";"12,21";"47,88";"32,28";"13,08";"0,09";"10,24";"11,45";"9,41";"89,72";"21,44";"2,84";"20,90";"51,29";"14,71";"217,06";"198,71";"0,97";"81,40";"16,96";"20,58";"32,87";"12,18";"6,02";"6,62";"4,76";"111,66";"23,92";"49,51";"17,93";"39,89";"55,74";"31,28";"10,14";"2,13";"4.092,51";"2.049,00";"21,27";"1.124,15";"4,66";"18,14";"4,50";"52,00";"47,60";"7,06";"5,76";"1.224,47";"1.337,26";"1.098,23";"378,13";"58,73";"75,60";"0,12";"15,62";"84,26";"5,03";"21,27";"2,13";"13,33"
"08222";"Mannheim, Stadtkreis";"Kreise";"7,36";"6,63";"7,41";"11,82";"62,31";"18,46";"6,99";"2,45";"0,00";"10,57";"42,55";"53,21";"25,92";"43,93";"6,96";"77,06";"85,79";"23,63";"53,88";"13,77";"26,68";"47,24";"16,24";"0,11";"12,36";"14,28";"10,78";"89,89";"30,76";"2,76";"26,20";"47,75";"10,61";"91,98";"79,06";"1,28";"72,20";"18,22";"25,29";"21,15";"13,13";"8,08";"5,01";"9,11";"102,81";"21,60";"37,04";"19,79";"38,94";"34,73";"41,33";"14,87";"8,54";"4.104,90";"1.909,91";"7,38";"1.606,89";"10,77";"17,38";"5,23";"57,43";"42,57";"1,01";"10,67";"1.115,12";"1.238,45";"955,72";"491,74";"68,92";"89,06";"0,03";"34,77";"65,20";"3,78";"7,38";"8,54";"10,57"
"08225";"Neckar-Odenwald-Kreis";"Kreise";"3,60";"3,21";"5,72";"10,42";"62,02";"21,93";"4,20";"2,41";"107,52";"8,97";"52,59";"55,20";"29,14";"54,55";"9,12";"82,84";"93,20";"9,58";"69,32";"15,31";"11,16";"68,96";"14,41";"0,31";"18,66";"24,97";"14,34";"95,24";"14,05";"3,12";"12,15";"46,73";"19,88";"56,12";"40,40";"1,56";"76,20";"30,45";"22,69";"10,26";"13,55";"8,09";"2,42";"12,53";"116,15";"13,73";"30,85";"12,02";"48,45";"28,21";"42,81";"20,80";"8,17";"3.417,56";"1.997,46";"3,49";"898,76";"3,36";"12,80";"2,43";"59,01";"40,99";"2,22";"4,21";"1.104,01";"1.316,66";"862,93";"663,52";"32,86";"70,69";"1,69";"38,30";"60,02";"0,49";"3,49";"8,17";"8,97"
"08226";"Rhein-Neckar-Kreis";"Kreise";"3,73";"3,93";"3,76";"10,71";"60,60";"24,92";"4,21";"2,89";"401,59";"10,08";"50,47";"56,20";"29,10";"50,69";"10,18";"82,85";"91,40";"23,99";"54,97";"12,80";"21,99";"58,50";"12,23";"0,16";"16,05";"19,83";"13,44";"94,23";"19,17";"3,19";"14,46";"49,15";"19,77";"64,74";"50,14";"1,49";"79,10";"24,86";"24,14";"16,61";"14,27";"7,72";"2,99";"9,40";"111,64";"7,80";"27,16";"17,30";"39,15";"34,43";"44,61";"13,80";"7,16";"3.887,52";"2.240,80";"2,76";"608,39";"4,88";"10,55";"2,20";"57,43";"42,57";"3,52";"5,07";"1.216,39";"1.417,65";"966,86";"643,04";"39,09";"88,42";"0,43";"24,13";"75,44";"0,52";"2,76";"7,16";"10,08"
"08231";"Pforzheim, Stadtkreis";"Kreise";"6,48";"5,73";"11,61";"15,02";"56,22";"17,15";"5,04";"4,09";"613,33";"9,38";"41,94";"56,78";"28,83";"45,83";"7,62";"78,67";"90,75";"16,37";"61,20";"16,35";"14,39";"55,97";"21,49";"0,38";"14,63";"16,94";"13,03";"95,12";"20,38";"3,33";"30,08";"49,68";"22,07";"82,81";"64,07";"1,79";"67,40";"23,23";"20,55";"12,41";"15,32";"9,35";"3,27";"15,87";"120,84";"30,31";"38,84";"20,88";"47,56";"32,84";"39,02";"18,30";"7,94";"3.531,28";"1.988,37";"8,85";"981,75";"10,71";"24,16";"4,13";"60,38";"40,09";"5,30";"10,52";"1.056,22";"1.190,27";"882,81";"496,16";"45,17";"73,25";"0,12";"33,85";"66,03";"6,02";"8,85";"7,94";"9,38"
"08235";"Calw";"Kreise";"3,46";"3,35";"6,71";"10,66";"57,47";"25,21";"3,68";"2,68";"205,07";"9,08";"48,56";"60,84";"30,23";"52,18";"10,09";"83,67";"93,50";"11,57";"68,23";"13,93";"13,08";"66,96";"13,43";"0,44";"15,30";"19,71";"12,27";"95,42";"14,84";"3,20";"17,33";"46,86";"15,95";"70,88";"55,39";"1,70";"77,20";"28,36";"18,65";"11,83";"16,83";"8,98";"2,47";"12,89";"120,95";"17,68";"39,91";"22,44";"47,41";"21,82";"57,03";"14,53";"6,62";"3.478,17";"2.129,25";"6,94";"1.081,87";"3,43";"9,03";"1,76";"58,87";"40,32";"3,36";"3,81";"1.170,07";"1.363,24";"934,40";"662,73";"30,64";"73,06";"0,96";"35,66";"63,38";"0,78";"6,94";"6,62";"9,08"
"08236";"Enzkreis";"Kreise";"2,74";"2,71";"5,38";"12,50";"61,96";"20,16";"3,00";"2,13";"348,92";"9,52";"49,19";"58,43";"24,57";"48,70";"9,48";"83,29";"92,94";"11,66";"67,51";"15,04";"15,30";"66,99";"12,84";"0,10";"16,81";"21,34";"13,47";"97,97";"20,83";"3,33";"14,75";"48,51";"18,31";"62,95";"49,68";"1,68";"79,70";"24,60";"21,29";"13,32";"16,73";"9,12";"2,41";"12,53";"120,94";"4,13";"22,82";"17,56";"40,61";"22,48";"54,10";"16,35";"7,07";"3.517,67";"2.268,30";"1,56";"377,01";"3,16";"7,87";"1,16";"59,22";"40,78";"3,65";"3,34";"1.194,64";"1.422,80";"928,07";"668,07";"31,51";"73,89";"0,48";"46,63";"52,89";"1,03";"1,56";"7,07";"9,52"
"08237";"Freudenstadt";"Kreise";"3,40";"2,89";"5,82";"9,52";"54,59";"30,14";"3,44";"2,53";"156,26";"8,14";"49,40";"60,35";"24,33";"47,23";"8,49";"85,13";"95,69";"11,96";"67,87";"13,77";"11,59";"68,21";"13,81";"0,14";"16,80";"22,24";"12,80";"98,66";"18,57";"3,13";"14,56";"47,89";"19,62";"64,55";"45,57";"1,67";"76,20";"28,14";"19,11";"10,87";"18,76";"8,00";"2,33";"12,79";"121,00";"13,25";"35,12";"19,30";"55,57";"21,63";"49,70";"20,04";"8,63";"3.688,36";"2.176,45";"3,84";"350,29";"3,27";"13,57";"2,03";"60,38";"39,62";"3,36";"3,87";"1.130,17";"1.373,24";"867,48";"652,50";"42,34";"77,87";"0,79";"49,10";"50,11";"0,74";"3,84";"8,63";"8,14"
"08311";"Freiburg im Breisgau, Stadtkreis";"Kreise";"4,44";"5,47";"16,58";"15,23";"56,19";"12,00";"4,37";"2,73";"2.886,60";"13,74";"39,09";"51,02";"37,82";"52,10";"7,25";"75,32";"81,30";"30,80";"49,53";"14,16";"38,25";"41,31";"14,56";"0,09";"12,19";"13,84";"10,95";"88,39";"15,72";"2,71";"18,68";"49,93";"19,62";"117,09";"100,04";"1,18";"80,40";"14,14";"20,57";"35,96";"9,51";"7,08";"8,38";"4,35";"112,42";"33,42";"41,82";"20,07";"46,98";"46,16";"34,85";"9,43";"8,25";"3.870,17";"1.914,11";"10,93";"894,69";"7,06";"17,93";"5,67";"54,01";"45,99";"4,33";"8,09";"1.123,50";"1.228,33";"1.008,06";"404,15";"59,14";"75,88";"0,15";"16,45";"83,40";"3,79";"10,93";"8,25";"13,74"
"08315";"Breisgau-Hochschwarzwald";"Kreise";"2,81";"2,96";"8,85";"13,87";"55,48";"21,80";"2,85";"1,97";"266,37";"10,68";"48,26";"57,78";"31,50";"54,50";"11,70";"86,92";"91,62";"14,90";"63,92";"14,35";"17,70";"62,73";"13,08";"0,53";"16,92";"20,52";"14,35";"97,03";"19,07";"3,32";"13,97";"48,00";"21,81";"74,77";"57,27";"1,61";"80,20";"24,70";"23,07";"20,84";"13,20";"8,24";"3,33";"6,62";"112,38";"8,40";"16,72";"17,91";"49,08";"29,95";"51,79";"13,96";"4,30";"3.397,49";"2.173,01";"5,06";"616,06";"3,79";"9,00";"2,13";"54,37";"46,01";"4,93";"4,26";"1.149,17";"1.320,83";"952,74";"602,22";"31,91";"70,38";"1,93";"34,83";"63,24";"0,42";"5,06";"4,30";"10,68"
"08316";"Emmendingen";"Kreise";"2,52";"2,75";"10,72";"12,90";"55,79";"20,59";"2,52";"2,04";"353,94";"10,91";"47,39";"56,91";"31,71";"55,25";"10,27";"86,92";"92,94";"13,99";"64,23";"13,22";"15,22";"65,01";"12,83";"0,12";"17,80";"21,27";"15,08";"97,18";"18,48";"3,02";"12,96";"47,31";"24,75";"61,66";"42,65";"1,75";"78,70";"23,79";"24,49";"19,45";"12,76";"8,73";"3,29";"7,49";"112,34";"9,19";"23,66";"17,88";"46,16";"22,26";"50,79";"16,90";"10,04";"3.477,59";"2.082,75";"6,14";"554,13";"3,34";"12,61";"2,31";"56,90";"43,68";"4,38";"4,07";"1.143,26";"1.312,34";"943,46";"610,49";"35,55";"76,65";"1,12";"44,69";"54,19";"0,88";"6,14";"10,04";"10,91"
"08317";"Ortenaukreis";"Kreise";"3,27";"3,14";"6,34";"11,15";"58,67";"23,83";"3,06";"2,33";"247,03";"9,21";"48,06";"54,83";"26,95";"50,18";"8,55";"85,51";"94,35";"11,53";"66,48";"14,16";"12,32";"66,87";"14,06";"0,48";"16,95";"21,67";"13,45";"96,59";"18,27";"3,20";"14,60";"47,48";"23,04";"53,74";"34,28";"1,62";"75,70";"26,10";"21,89";"14,61";"14,52";"9,92";"2,85";"10,11";"113,37";"16,42";"33,57";"16,76";"44,63";"25,44";"48,04";"19,47";"6,70";"3.434,34";"2.074,97";"4,73";"325,73";"4,10";"11,51";"2,25";"58,60";"41,16";"4,02";"4,62";"1.140,52";"1.332,93";"898,71";"630,99";"43,49";"75,47";"0,94";"37,07";"61,99";"0,26";"4,73";"6,70";"9,21"
"08325";"Rottweil";"Kreise";"2,58";"2,61";"8,90";"9,68";"55,56";"25,81";"2,64";"2,42";"145,81";"8,18";"51,24";"56,30";"24,06";"46,40";"8,87";"84,54";"94,17";"11,43";"67,74";"15,29";"12,59";"67,56";"14,54";"0,29";"16,41";"20,97";"12,96";"96,99";"18,69";"3,06";"14,34";"48,33";"25,12";"59,48";"42,56";"1,74";"76,40";"27,00";"18,37";"10,64";"18,94";"9,42";"2,24";"13,40";"112,51";"19,33";"44,48";"16,47";"51,56";"28,53";"49,03";"16,45";"6,00";"3.626,83";"2.222,26";"5,77";"153,31";"2,48";"12,73";"2,03";"62,40";"37,60";"5,20";"3,55";"1.178,87";"1.394,40";"903,26";"673,56";"44,93";"82,27";"0,69";"54,26";"45,05";"1,04";"5,77";"6,00";"8,18"
"08326";"Schwarzwald-Baar-Kreis";"Kreise";"3,68";"3,69";"7,26";"9,06";"51,38";"32,29";"3,45";"3,38";"158,48";"8,26";"47,83";"57,53";"25,98";"46,25";"8,69";"83,51";"93,06";"13,17";"65,84";"15,08";"13,35";"64,94";"15,37";"0,25";"14,89";"18,00";"12,38";"97,92";"19,84";"3,61";"18,67";"48,26";"17,18";"64,82";"44,75";"1,60";"75,20";"26,44";"21,00";"13,28";"16,32";"9,32";"2,51";"11,12";"112,38";"25,73";"34,09";"17,70";"48,70";"21,65";"52,10";"16,52";"9,04";"3.532,90";"2.170,13";"6,10";"371,39";"4,29";"9,97";"2,51";"59,68";"40,32";"3,07";"4,69";"1.128,11";"1.310,15";"898,94";"618,06";"41,02";"73,12";"0,68";"41,56";"57,75";"0,73";"6,10";"9,04";"8,26"
"08327";"Tuttlingen";"Kreise";"3,83";"3,38";"9,87";"12,52";"56,82";"20,79";"3,06";"3,91";"141,09";"9,09";"47,87";"59,21";"21,07";"42,63";"7,36";"82,95";"91,93";"13,12";"64,62";"16,90";"11,65";"64,60";"17,99";"0,06";"16,24";"19,96";"13,17";"98,17";"21,61";"3,05";"19,69";"46,94";"16,56";"64,48";"47,08";"1,74";"74,50";"28,29";"18,89";"11,08";"17,19";"8,97";"2,26";"13,32";"112,44";"14,80";"23,08";"20,14";"46,40";"23,22";"47,23";"21,52";"8,03";"3.739,03";"2.262,58";"2,17";"534,83";"3,71";"10,63";"2,34";"60,00";"40,00";"7,41";"4,56";"1.144,99";"1.357,96";"904,73";"628,93";"49,43";"79,73";"0,46";"59,88";"39,66";"0,95";"2,17";"8,03";"9,09"
"08335";"Konstanz";"Kreise";"3,24";"3,75";"11,62";"13,39";"56,61";"18,38";"3,51";"2,40";"363,25";"11,58";"47,05";"56,81";"32,05";"51,09";"9,73";"84,07";"87,33";"18,54";"59,30";"14,54";"19,49";"57,87";"14,91";"0,28";"15,60";"18,73";"13,28";"94,44";"17,94";"3,30";"17,43";"49,74";"21,38";"73,64";"54,62";"1,32";"76,50";"23,15";"20,88";"21,04";"15,03";"7,65";"3,71";"8,53";"116,70";"13,86";"39,65";"22,91";"44,36";"29,23";"46,95";"16,97";"6,84";"3.557,13";"2.159,53";"5,64";"313,18";"4,69";"10,75";"2,83";"58,82";"41,18";"3,92";"5,22";"1.191,45";"1.379,24";"967,14";"562,39";"38,56";"75,06";"0,72";"31,68";"67,60";"0,98";"5,64";"6,84";"11,58"
"08336";"Lörrach";"Kreise";"3,93";"4,43";"7,82";"12,50";"57,70";"21,98";"3,97";"2,27";"299,15";"11,07";"48,14";"48,07";"30,85";"51,93";"9,56";"86,37";"87,14";"14,39";"63,02";"15,41";"12,69";"63,45";"16,37";"0,15";"17,54";"23,81";"13,35";"94,24";"17,07";"3,21";"18,01";"49,83";"18,55";"59,62";"41,41";"1,41";"74,20";"21,56";"24,68";"18,35";"14,74";"8,78";"3,22";"8,67";"117,19";"15,23";"33,23";"23,82";"52,61";"28,34";"48,79";"16,37";"5,84";"3.675,85";"2.317,17";"3,68";"469,77";"4,97";"10,72";"2,83";"59,14";"40,50";"4,36";"5,58";"1.211,92";"1.411,89";"1.000,78";"595,80";"34,87";"75,70";"0,64";"36,15";"63,22";"0,61";"3,68";"5,84";"11,07"
